accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
14214,Bangalore,Karnataka,13.127557,77.570269,2022-10-29,23:00,23,Saturday,1,highway,4,0,clear,high,40,low,overspeeding,minor,1,0,0,None,0.1
14234,Bangalore,Karnataka,12.920792,77.540292,2024-02-05,11:00,11,Monday,0,rural,4,1,rain,low,32,low,overspeeding,major,1,0,0,None,0.45
14243,Bangalore,Karnataka,13.016922,77.416753,2022-08-25,13:00,13,Thursday,0,rural,2,1,clear,high,27,medium,drunk driving,major,1,0,0,None,0.1
14244,Bangalore,Karnataka,13.026826,77.50758,2022-06-17,13:00,13,Friday,0,highway,1,0,clear,high,32,high,weather,minor,2,0,0,None,0.3
14245,Bangalore,Karnataka,13.150853,77.439458,2024-07-07,6:00,6,Sunday,1,highway,4,1,rain,low,38,high,overspeeding,fatal,3,3,0,None,0.85
14260,Bangalore,Karnataka,13.111357,77.589387,2022-04-22,1:00,1,Friday,0,urban,5,1,rain,low,40,low,overspeeding,minor,2,2,0,None,0.45
14262,Bangalore,Karnataka,12.884835,77.729892,2025-02-08,18:00,18,Saturday,1,urban,6,0,rain,medium,27,high,poor road,major,5,0,1,None,0.6
14268,Bangalore,Karnataka,13.070991,77.648504,2022-07-08,13:00,13,Friday,0,highway,5,1,clear,high,40,low,weather,minor,1,0,0,None,0.1
14272,Bangalore,Karnataka,13.116821,77.599677,2023-11-27,22:00,22,Monday,0,highway,3,0,fog,low,17,low,distraction,major,1,1,0,None,0.45
14279,Bangalore,Karnataka,12.852528,77.420628,2022-04-12,18:00,18,Tuesday,0,rural,3,0,clear,high,27,medium,distraction,major,1,0,1,None,0.25
14284,Bangalore,Karnataka,12.982079,77.671068,2023-07-22,5:00,5,Saturday,1,rural,6,1,fog,low,37,high,drunk driving,fatal,5,5,0,None,0.85
14291,Bangalore,Karnataka,12.932998,77.780595,2023-08-17,15:00,15,Thursday,0,urban,5,0,rain,low,28,medium,drunk driving,minor,2,2,0,None,0.45
14319,Bangalore,Karnataka,13.052259,77.604404,2023-07-15,8:00,8,Saturday,1,urban,2,0,rain,low,20,high,distraction,minor,5,3,1,None,0.8
14327,Bangalore,Karnataka,13.074844,77.461935,2023-08-05,5:00,5,Saturday,1,rural,3,1,clear,high,29,low,poor road,fatal,5,5,0,None,0.3
14331,Bangalore,Karnataka,13.007432,77.445143,2022-11-29,16:00,16,Tuesday,0,highway,1,0,rain,low,15,high,distraction,minor,1,0,0,None,0.65
14334,Bangalore,Karnataka,13.071388,77.494571,2022-10-14,14:00,14,Friday,0,highway,3,1,clear,high,37,medium,overspeeding,minor,3,3,0,None,0.1
14347,Bangalore,Karnataka,13.079247,77.719008,2023-02-09,5:00,5,Thursday,0,urban,1,1,rain,low,18,low,poor road,minor,4,1,0,None,0.45
14348,Bangalore,Karnataka,13.103222,77.688115,2024-07-17,17:00,17,Wednesday,0,highway,5,1,rain,low,28,high,drunk driving,minor,1,0,1,None,0.8
14367,Bangalore,Karnataka,13.045214,77.583985,2024-05-10,10:00,10,Friday,0,urban,4,1,fog,low,23,medium,drunk driving,major,3,3,1,None,0.6
14411,Bangalore,Karnataka,13.162507,77.735497,2024-09-17,5:00,5,Tuesday,0,highway,4,0,fog,low,23,medium,weather,minor,5,4,0,None,0.45
14434,Bangalore,Karnataka,12.921157,77.566431,2023-10-12,16:00,16,Thursday,0,rural,3,1,clear,high,32,medium,distraction,major,3,0,0,None,0.1
14479,Bangalore,Karnataka,13.192845,77.563449,2022-07-03,17:00,17,Sunday,1,rural,2,1,fog,low,29,high,weather,minor,1,1,1,None,0.8
14481,Bangalore,Karnataka,12.803721,77.780981,2022-11-10,18:00,18,Thursday,0,highway,6,0,clear,high,27,high,weather,minor,1,0,1,None,0.45
14486,Bangalore,Karnataka,12.971087,77.441407,2022-08-31,16:00,16,Wednesday,0,rural,1,0,fog,low,26,medium,weather,minor,1,1,0,None,0.45
14492,Bangalore,Karnataka,13.19165,77.782694,2023-12-21,2:00,2,Thursday,0,urban,5,1,clear,high,24,low,poor road,major,2,0,0,None,0.1
14496,Bangalore,Karnataka,12.980951,77.535062,2023-06-22,21:00,21,Thursday,0,highway,1,0,fog,low,23,medium,poor road,minor,1,0,0,None,0.45
14515,Bangalore,Karnataka,12.871948,77.439158,2023-06-03,12:00,12,Saturday,1,highway,4,1,clear,high,38,high,poor road,minor,4,2,0,None,0.3
14517,Bangalore,Karnataka,13.040294,77.763065,2024-05-18,0:00,0,Saturday,1,rural,6,1,clear,high,33,high,distraction,minor,1,0,0,None,0.3
14527,Bangalore,Karnataka,13.004484,77.411583,2022-08-13,1:00,1,Saturday,1,rural,1,1,fog,low,25,low,overspeeding,minor,2,2,0,None,0.45
14540,Bangalore,Karnataka,13.12695,77.463232,2024-02-07,0:00,0,Wednesday,0,rural,3,1,clear,high,16,low,overspeeding,minor,1,1,0,None,0.1
14548,Bangalore,Karnataka,12.973718,77.640947,2024-12-26,17:00,17,Thursday,0,rural,6,1,clear,high,27,high,weather,major,3,0,1,None,0.45
14550,Bangalore,Karnataka,12.905709,77.63252,2022-01-17,13:00,13,Monday,0,highway,6,0,fog,low,37,medium,weather,major,1,1,0,None,0.45
14552,Bangalore,Karnataka,12.810527,77.4715,2022-06-22,22:00,22,Wednesday,0,urban,6,0,clear,high,25,medium,distraction,minor,5,1,0,None,0.1
14560,Bangalore,Karnataka,13.062669,77.469342,2023-06-13,8:00,8,Tuesday,0,urban,6,1,clear,high,27,medium,drunk driving,minor,3,2,1,None,0.25
14576,Bangalore,Karnataka,13.088288,77.748977,2023-09-13,8:00,8,Wednesday,0,urban,4,0,fog,low,16,low,overspeeding,minor,5,3,1,None,0.6
14580,Bangalore,Karnataka,13.01241,77.614101,2024-12-27,9:00,9,Friday,0,rural,4,0,clear,high,36,high,poor road,fatal,2,2,1,None,0.65
14612,Bangalore,Karnataka,13.01267,77.502306,2023-05-21,20:00,20,Sunday,1,highway,4,1,clear,high,35,medium,poor road,minor,5,2,0,None,0.1
14619,Bangalore,Karnataka,13.102092,77.552372,2023-02-12,13:00,13,Sunday,1,urban,2,1,rain,low,37,high,overspeeding,fatal,5,5,0,None,0.85
14620,Bangalore,Karnataka,12.990182,77.547177,2022-02-24,11:00,11,Thursday,0,highway,2,1,fog,low,39,medium,drunk driving,minor,1,1,0,None,0.45
14626,Bangalore,Karnataka,13.089109,77.423966,2022-08-19,18:00,18,Friday,0,rural,3,0,rain,medium,16,medium,weather,major,3,2,1,None,0.4
14629,Bangalore,Karnataka,12.892952,77.752823,2024-09-23,0:00,0,Monday,0,highway,5,0,rain,medium,25,low,overspeeding,minor,4,3,0,None,0.25
14634,Bangalore,Karnataka,13.16346,77.439758,2022-06-23,3:00,3,Thursday,0,urban,3,0,fog,low,32,low,overspeeding,fatal,5,5,0,None,0.65
14640,Bangalore,Karnataka,13.069785,77.789527,2024-03-25,12:00,12,Monday,0,urban,2,1,rain,medium,38,medium,distraction,minor,4,3,0,Holi,0.35
14648,Bangalore,Karnataka,12.885706,77.735484,2023-01-10,8:00,8,Tuesday,0,highway,5,1,fog,low,17,high,weather,minor,5,5,1,None,0.8
14660,Bangalore,Karnataka,13.042081,77.728745,2022-07-30,6:00,6,Saturday,1,highway,3,1,fog,low,19,medium,poor road,minor,3,0,0,None,0.45
14661,Bangalore,Karnataka,12.887269,77.791863,2023-12-27,12:00,12,Wednesday,0,rural,4,1,rain,medium,26,low,overspeeding,major,5,3,0,None,0.25
14662,Bangalore,Karnataka,12.973065,77.640358,2024-11-12,22:00,22,Tuesday,0,urban,3,0,fog,low,40,low,drunk driving,minor,4,2,0,None,0.45
14681,Bangalore,Karnataka,12.967881,77.620956,2024-02-13,5:00,5,Tuesday,0,highway,2,0,fog,low,37,high,drunk driving,fatal,1,1,0,None,0.85
14686,Bangalore,Karnataka,12.889176,77.626557,2024-05-23,7:00,7,Thursday,0,rural,2,1,rain,medium,28,high,drunk driving,minor,5,4,0,None,0.45
14705,Bangalore,Karnataka,13.110934,77.640847,2023-02-16,22:00,22,Thursday,0,highway,2,0,fog,low,25,medium,drunk driving,minor,1,1,0,None,0.45
14708,Bangalore,Karnataka,13.068627,77.678826,2024-07-31,5:00,5,Wednesday,0,highway,4,0,rain,low,30,medium,poor road,minor,5,2,0,None,0.45
14710,Bangalore,Karnataka,12.931977,77.722713,2024-03-07,2:00,2,Thursday,0,highway,6,0,clear,high,17,low,weather,fatal,2,2,0,None,0.3
14719,Bangalore,Karnataka,13.152875,77.670312,2022-11-22,9:00,9,Tuesday,0,rural,6,0,rain,medium,33,high,weather,minor,2,2,1,None,0.6
14720,Bangalore,Karnataka,13.154842,77.640183,2023-01-12,13:00,13,Thursday,0,highway,1,0,clear,high,16,low,poor road,major,3,0,0,None,0.1
14730,Bangalore,Karnataka,12.906594,77.676341,2022-11-27,5:00,5,Sunday,1,urban,3,0,rain,medium,39,high,distraction,minor,1,1,0,None,0.45
14732,Bangalore,Karnataka,13.078093,77.44405,2022-05-07,18:00,18,Saturday,1,highway,1,0,fog,low,35,low,poor road,minor,2,0,1,None,0.6
14735,Bangalore,Karnataka,12.920537,77.456367,2024-04-11,11:00,11,Thursday,0,rural,3,0,rain,low,35,medium,weather,major,1,0,0,None,0.45
14750,Bangalore,Karnataka,13.006892,77.786891,2023-07-30,15:00,15,Sunday,1,urban,6,1,fog,low,20,high,distraction,minor,1,0,0,None,0.65
14760,Bangalore,Karnataka,12.963085,77.583676,2022-08-20,14:00,14,Saturday,1,rural,1,0,clear,high,38,high,overspeeding,minor,4,4,0,None,0.3
14778,Bangalore,Karnataka,13.186225,77.79367,2023-08-15,10:00,10,Tuesday,0,rural,5,1,clear,high,37,high,distraction,minor,2,0,1,None,0.45
14780,Bangalore,Karnataka,12.837086,77.678498,2024-05-19,15:00,15,Sunday,1,highway,3,0,clear,high,22,high,poor road,major,4,2,0,None,0.3
14784,Bangalore,Karnataka,12.991625,77.543793,2022-02-04,12:00,12,Friday,0,highway,5,1,fog,low,28,high,weather,minor,3,3,0,None,0.65
14793,Bangalore,Karnataka,13.036752,77.469071,2024-02-10,12:00,12,Saturday,1,rural,1,1,rain,low,39,low,drunk driving,minor,3,3,0,None,0.45
14794,Bangalore,Karnataka,12.959127,77.747033,2024-06-06,7:00,7,Thursday,0,rural,5,1,fog,low,24,high,distraction,minor,5,5,0,None,0.65
14802,Bangalore,Karnataka,12.924367,77.666139,2023-09-11,6:00,6,Monday,0,urban,1,0,fog,low,30,high,distraction,minor,4,2,0,None,0.65
14823,Bangalore,Karnataka,12.974428,77.771213,2025-01-29,6:00,6,Wednesday,0,highway,3,1,clear,high,34,medium,drunk driving,major,3,1,0,None,0.1
14825,Bangalore,Karnataka,13.047408,77.408071,2022-03-21,5:00,5,Monday,0,highway,5,1,fog,low,29,medium,overspeeding,minor,1,1,0,None,0.45
14836,Bangalore,Karnataka,13.110543,77.417387,2024-01-04,23:00,23,Thursday,0,rural,5,0,clear,high,22,low,overspeeding,minor,1,1,0,None,0.1
14839,Bangalore,Karnataka,13.170232,77.77601,2022-12-30,16:00,16,Friday,0,highway,5,0,rain,medium,38,low,overspeeding,minor,1,0,0,None,0.25
14843,Bangalore,Karnataka,12.871464,77.577812,2025-04-08,12:00,12,Tuesday,0,highway,5,0,fog,low,18,high,overspeeding,major,4,4,0,None,0.65
14857,Bangalore,Karnataka,12.964904,77.726534,2025-03-10,14:00,14,Monday,0,highway,3,0,clear,high,32,high,poor road,minor,1,1,0,None,0.3
14861,Bangalore,Karnataka,12.849346,77.556592,2025-01-17,1:00,1,Friday,0,rural,4,1,fog,low,36,low,distraction,minor,5,4,0,None,0.45
14867,Bangalore,Karnataka,13.096027,77.437996,2024-08-07,3:00,3,Wednesday,0,highway,5,1,rain,medium,26,medium,weather,minor,1,0,0,None,0.25
14868,Bangalore,Karnataka,13.013317,77.617879,2023-06-22,10:00,10,Thursday,0,highway,4,0,clear,high,27,low,overspeeding,fatal,5,5,1,None,0.45
14869,Bangalore,Karnataka,13.13568,77.726156,2024-12-03,10:00,10,Tuesday,0,urban,3,1,clear,high,17,high,overspeeding,minor,5,1,1,None,0.45
14887,Bangalore,Karnataka,12.815125,77.541815,2022-02-04,18:00,18,Friday,0,urban,1,1,fog,low,34,high,distraction,fatal,4,4,1,None,1.0
14892,Bangalore,Karnataka,13.088474,77.603386,2022-07-30,2:00,2,Saturday,1,highway,4,0,rain,medium,22,high,distraction,minor,2,2,0,None,0.45
14917,Bangalore,Karnataka,13.086425,77.573286,2025-01-11,3:00,3,Saturday,1,urban,4,0,fog,low,37,low,poor road,minor,3,3,0,None,0.45
14929,Bangalore,Karnataka,13.055659,77.523196,2025-04-05,15:00,15,Saturday,1,urban,5,0,clear,high,21,high,poor road,minor,2,2,0,None,0.3
14932,Bangalore,Karnataka,12.99561,77.420269,2025-03-05,11:00,11,Wednesday,0,highway,4,1,fog,low,21,low,poor road,major,4,0,0,None,0.45
14937,Bangalore,Karnataka,13.185156,77.425328,2024-05-22,7:00,7,Wednesday,0,urban,4,0,clear,high,15,low,distraction,minor,5,3,0,None,0.1
14944,Bangalore,Karnataka,13.014092,77.556785,2024-09-26,3:00,3,Thursday,0,rural,5,0,fog,low,31,low,distraction,minor,4,3,0,None,0.45
14945,Bangalore,Karnataka,13.151228,77.626964,2022-12-23,14:00,14,Friday,0,highway,2,0,clear,high,40,low,distraction,minor,1,1,0,None,0.1
14948,Bangalore,Karnataka,12.818891,77.483768,2023-02-28,15:00,15,Tuesday,0,highway,1,0,fog,low,34,low,drunk driving,major,5,2,0,None,0.45
14951,Bangalore,Karnataka,13.112586,77.772788,2023-09-05,9:00,9,Tuesday,0,urban,4,1,fog,low,34,medium,weather,minor,4,2,1,None,0.6
14984,Bangalore,Karnataka,13.13969,77.449998,2024-02-13,21:00,21,Tuesday,0,rural,6,1,rain,low,20,medium,overspeeding,minor,2,0,0,None,0.45
14996,Bangalore,Karnataka,13.044444,77.728102,2023-03-09,8:00,8,Thursday,0,rural,2,1,rain,medium,38,high,overspeeding,minor,1,0,1,None,0.6
15002,Bangalore,Karnataka,12.948422,77.585939,2022-11-02,10:00,10,Wednesday,0,urban,4,0,fog,low,32,medium,weather,fatal,1,1,1,None,0.8
15030,Bangalore,Karnataka,13.067618,77.787517,2024-02-21,22:00,22,Wednesday,0,urban,5,0,rain,low,36,medium,drunk driving,minor,5,1,0,None,0.45
15035,Bangalore,Karnataka,12.955355,77.404516,2023-09-06,21:00,21,Wednesday,0,highway,6,0,clear,high,37,high,drunk driving,major,2,1,0,None,0.3
15049,Bangalore,Karnataka,13.190992,77.524873,2023-12-01,16:00,16,Friday,0,rural,1,0,clear,high,29,low,distraction,minor,3,0,0,None,0.1
15052,Bangalore,Karnataka,13.094009,77.585187,2023-07-20,17:00,17,Thursday,0,highway,2,1,fog,low,16,high,weather,major,2,0,1,None,0.8
15074,Bangalore,Karnataka,13.038394,77.729574,2025-03-14,9:00,9,Friday,0,urban,5,0,fog,low,31,high,overspeeding,major,5,1,1,None,0.8
15078,Bangalore,Karnataka,12.954551,77.591505,2023-06-21,18:00,18,Wednesday,0,urban,5,0,rain,medium,36,high,poor road,minor,5,0,1,None,0.6
15093,Bangalore,Karnataka,13.13932,77.79325,2023-12-30,21:00,21,Saturday,1,urban,4,0,fog,low,27,medium,drunk driving,minor,2,0,0,None,0.45
15096,Bangalore,Karnataka,12.923112,77.783295,2024-08-24,0:00,0,Saturday,1,urban,6,0,fog,low,15,low,poor road,major,2,1,0,None,0.45
15108,Bangalore,Karnataka,12.939282,77.420405,2022-05-11,22:00,22,Wednesday,0,urban,5,1,clear,high,21,low,distraction,fatal,2,2,0,None,0.3
15120,Bangalore,Karnataka,12.836432,77.535141,2024-11-08,16:00,16,Friday,0,rural,4,1,clear,high,36,low,weather,minor,1,1,0,None,0.1
15123,Bangalore,Karnataka,12.831907,77.743346,2023-10-27,14:00,14,Friday,0,rural,5,1,clear,high,32,high,poor road,minor,2,0,0,None,0.3
15140,Bangalore,Karnataka,13.015083,77.561705,2022-04-20,17:00,17,Wednesday,0,highway,3,1,clear,high,22,low,overspeeding,minor,2,2,1,None,0.25
15145,Bangalore,Karnataka,12.831484,77.514395,2024-12-02,2:00,2,Monday,0,rural,6,0,clear,high,30,low,overspeeding,minor,3,1,0,None,0.1
15150,Bangalore,Karnataka,13.028905,77.552467,2023-01-13,17:00,17,Friday,0,urban,5,1,rain,medium,36,high,distraction,minor,1,1,1,None,0.6
15151,Bangalore,Karnataka,13.001614,77.57962,2023-05-31,17:00,17,Wednesday,0,rural,2,1,fog,low,28,medium,overspeeding,minor,3,0,1,None,0.6
15154,Bangalore,Karnataka,13.009925,77.531961,2022-06-23,19:00,19,Thursday,0,urban,1,1,fog,low,34,medium,distraction,minor,3,1,1,None,0.6
15156,Bangalore,Karnataka,13.103202,77.55281,2022-11-15,22:00,22,Tuesday,0,rural,2,0,rain,low,25,medium,drunk driving,fatal,1,1,0,None,0.65
15160,Bangalore,Karnataka,13.136385,77.669874,2022-05-06,19:00,19,Friday,0,rural,3,0,fog,low,21,medium,poor road,minor,1,0,1,None,0.6
15187,Bangalore,Karnataka,12.921667,77.584114,2025-03-23,16:00,16,Sunday,1,urban,5,0,clear,high,18,low,distraction,minor,4,0,0,None,0.1
15189,Bangalore,Karnataka,12.869251,77.737689,2024-09-30,8:00,8,Monday,0,urban,3,0,clear,high,18,high,overspeeding,minor,4,1,1,None,0.45
15195,Bangalore,Karnataka,12.858767,77.632865,2024-12-15,7:00,7,Sunday,1,urban,5,0,rain,low,18,medium,distraction,minor,5,2,0,None,0.45
15197,Bangalore,Karnataka,12.959944,77.640021,2023-02-08,20:00,20,Wednesday,0,urban,3,0,fog,low,29,high,drunk driving,fatal,3,3,0,None,0.85
15205,Bangalore,Karnataka,13.116133,77.501878,2022-04-04,8:00,8,Monday,0,highway,2,0,clear,high,38,high,overspeeding,minor,1,1,1,None,0.45
15211,Bangalore,Karnataka,13.139237,77.681855,2024-12-19,7:00,7,Thursday,0,rural,3,0,clear,high,17,high,drunk driving,minor,2,2,0,None,0.3
15221,Bangalore,Karnataka,12.811096,77.541858,2022-04-17,4:00,4,Sunday,1,urban,5,1,fog,low,22,low,weather,fatal,1,1,0,None,0.65
15224,Bangalore,Karnataka,12.801276,77.407352,2023-02-16,4:00,4,Thursday,0,rural,5,0,clear,high,19,low,overspeeding,fatal,5,5,0,None,0.3
15228,Bangalore,Karnataka,13.137691,77.701812,2023-06-03,6:00,6,Saturday,1,urban,2,0,rain,low,39,low,distraction,major,2,1,0,None,0.45
15231,Bangalore,Karnataka,13.068504,77.472856,2024-10-04,22:00,22,Friday,0,rural,2,0,rain,medium,28,low,poor road,major,3,3,0,None,0.25
15237,Bangalore,Karnataka,13.025858,77.750052,2024-10-22,10:00,10,Tuesday,0,urban,5,1,clear,high,39,medium,overspeeding,minor,3,3,1,None,0.25
15256,Bangalore,Karnataka,12.946738,77.490154,2023-10-23,7:00,7,Monday,0,rural,3,1,clear,high,26,low,distraction,major,4,1,0,None,0.1
15267,Bangalore,Karnataka,13.074963,77.712186,2022-07-07,23:00,23,Thursday,0,rural,2,0,fog,low,33,low,overspeeding,major,4,2,0,None,0.45
15285,Bangalore,Karnataka,12.836448,77.567884,2024-08-25,18:00,18,Sunday,1,highway,5,1,clear,high,23,medium,drunk driving,fatal,4,4,1,None,0.45
15288,Bangalore,Karnataka,12.893016,77.530219,2022-04-13,14:00,14,Wednesday,0,rural,2,1,rain,medium,24,medium,drunk driving,minor,2,0,0,None,0.25
15297,Bangalore,Karnataka,12.837107,77.759652,2024-09-15,14:00,14,Sunday,1,rural,3,1,clear,high,39,medium,poor road,minor,5,5,0,None,0.1
15321,Bangalore,Karnataka,12.838582,77.78844,2024-11-19,8:00,8,Tuesday,0,rural,5,0,fog,low,36,medium,overspeeding,fatal,1,1,1,None,0.8
15329,Bangalore,Karnataka,12.801997,77.736067,2024-10-05,6:00,6,Saturday,1,urban,4,0,fog,low,17,high,overspeeding,major,2,2,0,None,0.65
15345,Bangalore,Karnataka,13.098791,77.432049,2023-03-25,13:00,13,Saturday,1,rural,1,1,clear,high,15,low,weather,fatal,4,4,0,None,0.3
15368,Bangalore,Karnataka,13.139453,77.672003,2023-12-02,16:00,16,Saturday,1,rural,6,1,clear,high,16,medium,weather,minor,3,3,0,None,0.1
15372,Bangalore,Karnataka,12.940917,77.697942,2023-04-09,10:00,10,Sunday,1,highway,4,0,fog,low,38,high,overspeeding,minor,3,3,1,None,0.8
15379,Bangalore,Karnataka,13.157522,77.686113,2024-04-02,14:00,14,Tuesday,0,highway,5,1,fog,low,19,high,weather,minor,3,2,0,None,0.65
15387,Bangalore,Karnataka,12.964933,77.448797,2022-08-23,17:00,17,Tuesday,0,rural,4,0,fog,low,23,medium,weather,fatal,1,1,1,None,0.8
15388,Bangalore,Karnataka,12.864243,77.682864,2024-07-09,1:00,1,Tuesday,0,rural,6,1,fog,low,19,low,poor road,minor,2,2,0,None,0.45
15393,Bangalore,Karnataka,12.9998,77.709933,2022-05-31,10:00,10,Tuesday,0,rural,1,1,fog,low,35,high,distraction,minor,3,1,1,None,0.8
15397,Bangalore,Karnataka,12.97015,77.580114,2022-04-12,11:00,11,Tuesday,0,rural,6,1,clear,high,18,low,distraction,major,5,1,0,None,0.1
15400,Bangalore,Karnataka,13.073289,77.436364,2024-10-07,10:00,10,Monday,0,highway,3,1,fog,low,23,medium,poor road,fatal,4,4,1,None,0.8
15434,Bangalore,Karnataka,13.092489,77.603166,2022-10-05,10:00,10,Wednesday,0,highway,1,0,fog,low,31,medium,drunk driving,minor,3,2,1,None,0.6
15436,Bangalore,Karnataka,13.108641,77.537569,2024-04-03,12:00,12,Wednesday,0,highway,1,1,fog,low,29,medium,drunk driving,minor,5,2,0,None,0.45
15453,Bangalore,Karnataka,13.147466,77.446952,2024-01-11,3:00,3,Thursday,0,urban,6,0,clear,high,31,low,distraction,major,4,3,0,None,0.1
15461,Bangalore,Karnataka,12.942334,77.479414,2024-03-09,20:00,20,Saturday,1,rural,2,1,rain,low,32,low,poor road,minor,2,2,0,None,0.45
15463,Bangalore,Karnataka,13.026756,77.670417,2023-12-04,21:00,21,Monday,0,urban,5,0,clear,high,37,medium,overspeeding,minor,4,3,0,None,0.1
15513,Bangalore,Karnataka,12.925408,77.567703,2022-07-02,19:00,19,Saturday,1,highway,5,0,fog,low,33,high,overspeeding,major,3,3,1,None,0.8
15521,Bangalore,Karnataka,12.846088,77.685431,2022-09-28,12:00,12,Wednesday,0,urban,6,1,rain,medium,28,low,distraction,minor,5,5,0,None,0.25
15523,Bangalore,Karnataka,13.097659,77.736471,2024-08-05,5:00,5,Monday,0,rural,3,0,clear,high,20,low,weather,minor,2,1,0,None,0.1
15540,Bangalore,Karnataka,13.084803,77.648896,2022-07-06,21:00,21,Wednesday,0,highway,6,1,clear,high,40,medium,weather,minor,2,2,0,None,0.1
15543,Bangalore,Karnataka,12.940998,77.43652,2023-02-28,17:00,17,Tuesday,0,urban,6,0,clear,high,30,high,poor road,fatal,4,4,1,None,0.65
15551,Bangalore,Karnataka,13.1186,77.710566,2023-07-01,8:00,8,Saturday,1,urban,2,1,clear,high,32,high,drunk driving,minor,1,0,1,None,0.45
15554,Bangalore,Karnataka,12.952979,77.770495,2024-09-01,22:00,22,Sunday,1,urban,6,1,rain,low,15,low,overspeeding,minor,3,0,0,None,0.45
15566,Bangalore,Karnataka,12.894982,77.41693,2022-10-05,7:00,7,Wednesday,0,urban,1,1,clear,high,34,high,overspeeding,minor,4,4,0,None,0.3
15569,Bangalore,Karnataka,13.140907,77.579112,2022-06-10,10:00,10,Friday,0,rural,1,0,fog,low,39,high,drunk driving,major,5,2,1,None,0.8
15571,Bangalore,Karnataka,12.823333,77.75305,2023-04-05,0:00,0,Wednesday,0,rural,4,0,rain,medium,29,low,drunk driving,minor,5,2,0,None,0.25
15574,Bangalore,Karnataka,13.18031,77.447624,2022-05-14,20:00,20,Saturday,1,urban,4,0,rain,medium,35,low,drunk driving,minor,3,0,0,None,0.25
15580,Bangalore,Karnataka,13.184814,77.709501,2024-10-28,7:00,7,Monday,0,highway,1,1,rain,low,16,high,overspeeding,minor,4,4,0,None,0.65
15581,Bangalore,Karnataka,13.120411,77.784757,2022-05-13,5:00,5,Friday,0,rural,1,0,clear,high,15,high,overspeeding,major,1,0,0,None,0.3
15585,Bangalore,Karnataka,13.078747,77.657953,2024-06-24,4:00,4,Monday,0,highway,2,1,fog,low,30,medium,weather,major,5,3,0,None,0.45
15586,Bangalore,Karnataka,13.140039,77.5237,2022-07-17,6:00,6,Sunday,1,urban,5,1,clear,high,30,low,poor road,minor,4,1,0,None,0.1
15587,Bangalore,Karnataka,12.837411,77.784742,2023-02-23,20:00,20,Thursday,0,rural,1,0,clear,high,19,high,distraction,minor,5,2,0,None,0.3
15595,Bangalore,Karnataka,13.167705,77.726624,2022-10-16,17:00,17,Sunday,1,highway,4,0,clear,high,23,high,poor road,minor,3,1,1,None,0.45
15597,Bangalore,Karnataka,13.125175,77.795107,2022-08-17,17:00,17,Wednesday,0,highway,6,0,fog,low,22,low,overspeeding,minor,1,0,1,None,0.6
15608,Bangalore,Karnataka,12.88699,77.435867,2022-06-12,16:00,16,Sunday,1,highway,1,1,rain,low,35,low,weather,fatal,5,5,0,None,0.65
15618,Bangalore,Karnataka,12.804753,77.549655,2023-06-03,6:00,6,Saturday,1,rural,2,0,rain,low,37,high,distraction,fatal,4,4,0,None,0.85
15619,Bangalore,Karnataka,13.155076,77.729003,2024-07-05,9:00,9,Friday,0,highway,6,0,clear,high,15,medium,distraction,minor,5,3,1,None,0.25
15621,Bangalore,Karnataka,13.167225,77.475217,2023-01-22,4:00,4,Sunday,1,rural,4,1,fog,low,36,low,overspeeding,minor,5,0,0,None,0.45
15632,Bangalore,Karnataka,12.971581,77.642867,2024-08-16,1:00,1,Friday,0,urban,6,1,clear,high,21,low,weather,minor,5,2,0,None,0.1
15641,Bangalore,Karnataka,13.101663,77.528174,2024-07-31,14:00,14,Wednesday,0,highway,6,0,clear,high,33,medium,weather,fatal,3,3,0,None,0.3
15653,Bangalore,Karnataka,13.125209,77.727626,2022-05-13,12:00,12,Friday,0,highway,6,1,fog,low,21,high,distraction,minor,1,0,0,None,0.65
15660,Bangalore,Karnataka,13.00654,77.51568,2022-12-10,6:00,6,Saturday,1,highway,1,0,rain,low,18,medium,overspeeding,minor,5,2,0,None,0.45
15667,Bangalore,Karnataka,13.053768,77.783203,2022-09-22,8:00,8,Thursday,0,highway,2,1,clear,high,25,high,poor road,major,3,0,1,None,0.45
15671,Bangalore,Karnataka,12.984537,77.466631,2022-08-17,2:00,2,Wednesday,0,urban,4,0,fog,low,16,high,distraction,fatal,2,2,0,None,0.85
15701,Bangalore,Karnataka,12.890409,77.514478,2024-01-21,13:00,13,Sunday,1,rural,3,0,fog,low,23,medium,weather,minor,2,2,0,None,0.45
15703,Bangalore,Karnataka,12.99686,77.431607,2022-03-23,15:00,15,Wednesday,0,highway,3,1,rain,low,24,low,weather,minor,5,1,0,None,0.45
15704,Bangalore,Karnataka,13.14613,77.737377,2023-05-05,7:00,7,Friday,0,rural,2,1,rain,medium,33,low,weather,fatal,5,5,0,None,0.45
15707,Bangalore,Karnataka,13.185574,77.411353,2022-12-21,8:00,8,Wednesday,0,highway,1,0,clear,high,29,high,distraction,minor,5,5,1,None,0.45
15708,Bangalore,Karnataka,13.042773,77.42311,2023-05-12,14:00,14,Friday,0,urban,3,1,fog,low,37,high,distraction,fatal,4,4,0,None,0.85
